"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Azure","Sword","Tech Azure Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtz.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Blue","Sword","Tech Blue Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtb.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Green","Sword","Tech Green Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtg.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Orange","Sword","Tech Orange Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wto.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Pink","Sword","Tech Pink Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtp.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Red","Sword","Tech Red Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtr.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Violet","Sword","Tech Violet Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wtv.png",""
"Weapon/Sword/Sweet Dreams, Tech/Sweet Dreams, Tech Yellow","Sword","Tech Yellow Sweet Dreams","fam_undead",5,false,"Don't be fooled by this weapon's fluffy exterior. It hits much harder than it looks. The perfect weapon for fighting things that go bump in the night.","--","--","ui/icon/inventory/weapon/sword/sweet_dreams_wty.png",""
"Weapon/Sword/The Ban Stick","Sword","The Ban Stick","",5,false,"Smite thee with crowbar fury.","--","--","ui/icon/inventory/weapon/sword/the_ban_stick.png",""
"Weapon/Sword/Triglav","Sword","Triglav","",5,false,"No stories have been told about this almighty blade, but that's only because people are rarely in the mood to talk after having been crushed by a mountain.","--","--","ui/icon/inventory/weapon/sword/triglav.png",""
"Weapon/Sword/Turbillion","Sword","Turbillion","fam_construct",5,false,"An ostentatious mechanized blade whose turbine crackles with the power of a thousand storms.","GEAR","--","ui/icon/inventory/weapon/sword/turbillion.png",""
"Weapon/Sword/Untimely Scythe/Untimely Scythe","Sword","Untimely Scythe","",5,false,"An old farmers tool, retired for the season, this blade also excels at reaping your foes.","--","--","ui/icon/inventory/weapon/sword/recolor_scythe.png",""
"Weapon/Sword/Untimely Scythe/Untimely Scythe, Shadow","Sword","Shadow Scythe","",5,false,"An old farmers tool, retired for the season, this blade also excels at reaping your foes.","--","--","ui/icon/inventory/weapon/sword/recolor_scythe.png",""
"Weapon/Sword/Voltedge","Sword","Voltedge","",5,false,"Combining Spiral capacitor technology with samples recovered from the Ironclaw Munitions Factory produced this blade, which can output a particularly hazardous 1.21 gigawatt discharge.","--","--","ui/icon/inventory/weapon/sword/voltedge.png",""
"Weapon/Sword/Wild Hunting Blade","Sword","Wild Hunting Blade","fam_beast",5,false,"A legendary cutter feared by even the mightiest of Wolvers and Chromalisks.","GEAR","--","ui/icon/inventory/weapon/sword/wild_hunting_blade.png",""
"Weapon/Sword/Winter's Edge","Sword","Winter's Edge","",5,false,"A runed sword that will reduce your foe to cold cuts.","--","--","ui/icon/inventory/weapon/sword/raiders_sword.png",""
"Weapon/Handgun/Proto Duelist","Handgun","Proto Duelist","",0,false,"A six-shot firearm preferred by the marksmen of Spiral Knight recruits.","--","--","ui/icon/inventory/weapon/handgun/proto_duelist.png",""
"Weapon/Handgun/Proto Gun","Handgun","Proto Gun","",0,false,"A compact firearm issued to all Spiral Knight recruits.","--","--","ui/icon/inventory/weapon/handgun/proto_gun.png",""
"Weapon/Handgun/Punch Gun","Handgun","Punch Gun","",0,false,"Used to blast open damaged drop pods, this emergency rescue tool doubles nicely as a powerful, single shot handgun.","--","--","ui/icon/inventory/weapon/handgun/punch_gun.png",""
"Weapon/Handgun/Stun Gun","Handgun","Stun Gun","",0,false,"A Proto Gun modified to stun monsters. Stunned monsters move and attack slower than normal.","--","--","ui/icon/inventory/weapon/handgun/stun_gun.png",""
"Weapon/Handgun/Chilling Duelist","Handgun","Chilling Duelist","",1,false,"Start settling disputes at the crack of dawn with this cold, custom handgun.","--","--","ui/icon/inventory/weapon/handgun/chilling_duelist.png",""
"Weapon/Handgun/Frost Gun","Handgun","Frost Gun","sc_freeze",1,false,"A modified Proto Gun augmented with a low intensity, alchemical freezing agent.","GEAR","--","ui/icon/inventory/weapon/handgun/frost_gun.png",""
"Weapon/Handgun/Pummel Gun","Handgun","Pummel Gun","vanilla",1,false,"A Punch Gun properly modified for combat use. The recoil from its powerful charge attack is notorious amongst recruits.","GEAR","--","ui/icon/inventory/weapon/handgun/pummel_gun.png",""
"Weapon/Handgun/Spitfire","Handgun","Spitfire","",1,false,"A modified Proto Gun augmented with a low intensity burst of flame.","--","--","ui/icon/inventory/weapon/handgun/spitfire.png",""
"Weapon/Handgun/Super Stun Gun","Handgun","Super Stun Gun","vanilla",1,false,"An upgraded Stun Gun whose powerful blast will discourage even the most disconcerting of Clockworks monsters.","GEAR","--","ui/icon/inventory/weapon/handgun/super_stun_gun.png",""
"Weapon/Handgun/Zapper","Handgun","Zapper","sc_shock",1,false,"A modified Proto Gun augmented with a low intensity electrical charge.","GEAR","--","ui/icon/inventory/weapon/handgun/zapper.png",""
"Weapon/Handgun/Autogun","Handgun","Autogun","fam_construct fam_gremlin vanilla",2,false,"A fully automatic handgun capable of rapidly firing powerful bolts of energy.","GEAR","--","ui/icon/inventory/weapon/handgun/autogun.png",""
"Weapon/Handgun/Blaster","Handgun","Blaster","",2,false,"A versatile handgun issued to Spiral Knights who have proven themselves in the field.","--","--","ui/icon/inventory/weapon/handgun/blaster.png",""
"Weapon/Handgun/Catalyzer","Handgun","Catalyzer","",2,false,"An advanced alchemical armament adapted from Gremlin mining and demolition devices. Catalyzer bullets envelop the enemy in an energy field that explodes after taking damage.","--","--","ui/icon/inventory/weapon/handgun/catalyzer.png",""
"Weapon/Handgun/Cryotech Alchemer","Handgun","Cryotech Alchemer","sc_freeze",2,false,"An alchemical handgun that fires hyper low temperature bullets that split on impact.","GEAR","--","ui/icon/inventory/weapon/handgun/cryotech_alchemer.png",""
"Weapon/Handgun/Firotech Alchemer","Handgun","Firotech Alchemer","sc_fire",2,false,"An alchemical handgun that fires bullets of liquid flames that split on impact.","GEAR","--","ui/icon/inventory/weapon/handgun/firotech_alchemer.png",""
"Weapon/Handgun/Prismatech Alchemer","Handgun","Prismatech Alchemer","fam_slime",2,false,"An alchemical handgun that fires bullets of photon-charged liquid that split on impact.","GEAR","--","ui/icon/inventory/weapon/handgun/prismatech_alchemer.png",""
"Weapon/Handgun/Pulsar","Handgun","Pulsar","",2,false,"A high-tech Gremlin firearm originally designed for use by elite squads of Ironclaw soldiers. Pulsar shots become more powerful the further they travel.","--","--","ui/icon/inventory/weapon/handgun/pulsar.png",""
"Weapon/Handgun/Shadowtech Alchemer","Handgun","Shadowtech Alchemer","fam_fiend fam_undead",2,false,"An alchemical handgun that fires bullets of concentrated shadow that split on impact.","GEAR","--","ui/icon/inventory/weapon/handgun/shadowtech_alchemer.png",""
"Weapon/Handgun/Voltech Alchemer","Handgun","Voltech Alchemer","sc_shock",2,false,"An alchemical handgun that fires highly charged ionic bullets that split on impact.","GEAR","--","ui/icon/inventory/weapon/handgun/voltech_alchemer.png",""
"Weapon/Handgun/Antigua","Handgun","Antigua","",3,false,"A mysterious relic from a forgotten time. It uses explosive powder to fire its rounds.","--","--","ui/icon/inventory/weapon/handgun/antigua.png",""
"Weapon/Handgun/Cryotech Alchemer Mk II","Handgun","Cryotech Alchemer Mk II","sc_freeze",3,false,"An upgraded Alchemer that fires bolts of extremely low temperature material at an increased rate.","GEAR","--","ui/icon/inventory/weapon/handgun/cryotech_alchemer_mkii.png",""
"Weapon/Handgun/Dark Chaingun","Handgun","Dark Chaingun","",3,false,"A machine gun capable of firing a barrage of searing, shadow bolts.","--","--","ui/icon/inventory/weapon/handgun/dark_chaingun.png",""
"Weapon/Handgun/Elemental Blaster","Handgun","Elemental Blaster","",3,false,"An enhanced blaster modified to fire elemental rounds.","--","--","ui/icon/inventory/weapon/handgun/elemental_blaster.png",""
"Weapon/Handgun/Firotech Alchemer Mk II","Handgun","Firotech Alchemer Mk II","sc_fire",3,false,"An upgraded Alchemer that fires bolts of napalm at an increased rate.","GEAR","--","ui/icon/inventory/weapon/handgun/firotech_alchemer_mkii.png",""
"Weapon/Handgun/Flaming Pulsar","Handgun","Flaming Pulsar","sc_fire",3,false,"A pulsar modified with a scorching energy that burns greater over time. Pulsar shots become more powerful the further they travel.","--","--","ui/icon/inventory/weapon/handgun/flaming_pulsar.png",""
"Weapon/Handgun/Freezing Pulsar","Handgun","Freezing Pulsar","sc_freeze",3,false,"A pulsar modified with a freezing agent that grows colder over time. Pulsar shots become more powerful the further they travel.","--","--","ui/icon/inventory/weapon/handgun/freezing_pulsar.png",""
"Weapon/Handgun/Heavy Pulsar","Handgun","Heavy Pulsar","",3,false,"A Pulsar upgraded with Spiral technology to pack a greater punch. Pulsar shots become more powerful the further they travel.","--","--","ui/icon/inventory/weapon/handgun/heavy_pulsar.png",""
"Weapon/Handgun/Industrial Catalyzer","Handgun","Industrial Catalyzer","",3,false,"A Catalyzer modified to fire dangerously supercharged projectiles. Catalyzer bullets envelop the enemy in an energy field that explodes after taking damage.","--","--","ui/icon/inventory/weapon/handgun/industrial_catalyzer.png",""
"Weapon/Handgun/Kilowatt Pulsar","Handgun","Kilowatt Pulsar","",3,false,"A Pulsar upgraded with Spiral technology to deliver an unpleasant shock on impact. Pulsar shots become more powerful the further they travel.","--","--","ui/icon/inventory/weapon/handgun/kilowatt_pulsar.png",""
"Weapon/Handgun/Magnus","Handgun","Magnus","fam_construct fam_gremlin",3,false,"A large handgun with hard hitting rounds that can leave even the strongest of monsters dazed. A charged shot can even pierce through multiple enemies.","GEAR","--","ui/icon/inventory/weapon/handgun/magnus.png",""
"Weapon/Handgun/Needle Shot","Handgun","Needle Shot","fam_beast",3,false,"An Autogun modified to fire piercing bolts at an alarming rate.","GEAR","--","ui/icon/inventory/weapon/handgun/needle_shot.png",""
"Weapon/Handgun/Pepperbox","Handgun","Pepperbox","sc_fire",3,false,"An Autogun modified to fire high-temperature bullets capable of engulfing foes.","GEAR","--","ui/icon/inventory/weapon/handgun/pepperbox.png",""
"Weapon/Handgun/Pierce Blaster","Handgun","Pierce Blaster","",3,false,"An enhanced blaster modified to fire piercing rounds.","--","--","ui/icon/inventory/weapon/handgun/pierce_blaster.png",""
"Weapon/Handgun/Prismatech Alchemer Mk II","Handgun","Prismatech Alchemer Mk II","fam_slime",3,false,"An upgraded Alchemer that fires bolts of photonic liquid at an increased rate.","GEAR","--","ui/icon/inventory/weapon/handgun/prismatech_alchemer_mkii.png",""
"Weapon/Handgun/Shadow Blaster","Handgun","Shadow Blaster","",3,false,"An enhanced blaster modified to fire shadow rounds.","--","--","ui/icon/inventory/weapon/handgun/shadow_blaster.png",""
"Weapon/Handgun/Shadowtech Alchemer Mk II","Handgun","Shadowtech Alchemer Mk II","fam_fiend fam_undead",3,false,"An upgraded Alchemer that fires bolts of shadow at an increased rate.","GEAR","--","ui/icon/inventory/weapon/handgun/shadowtech_alchemer_mkii.png",""
"Weapon/Handgun/Super Blaster","Handgun","Super Blaster","",3,false,"A supercharged Blaster well-suited to longer expeditions down into the Clockworks.","--","--","ui/icon/inventory/weapon/handgun/super_blaster.png",""
"Weapon/Handgun/Tortafist/Grim Buster","Handgun","Grim Buster","",3,false,"A handgun alchemized from the shell of a corrupted tortodrone. Shadows seem to seep from the barrel whenever it is brought to bear.","--","--","ui/icon/inventory/weapon/handgun/tortafist_shd-r3.png",""
"Weapon/Handgun/Tortafist/Primal Buster","Handgun","Primal Buster","",3,false,"A handgun alchemized from the shell of a tortodrone. While wielding it you can sense the natural energy within waiting to be unleashed.","--","--","ui/icon/inventory/weapon/handgun/tortafist_ele-r3.png",""
"Weapon/Handgun/Tortafist/Stoic Buster","Handgun","Stoic Buster","",3,false,"A handgun alchemized from the shell of a tortodrone. While wielding it, you sense the quiet passing of the wind and can call upon the rumbling storm that follows.","--","--","ui/icon/inventory/weapon/handgun/tortafist_nrm-r3.png",""
"Weapon/Handgun/Tortafist/Wild Buster","Handgun","Wild Buster","",3,false,"A handgun alchemized from a hardened tortodrone shell. While wielding it, you can feel the fierce energies within just waiting to be unleashed.","--","--","ui/icon/inventory/weapon/handgun/tortafist_prc-r3.png",""
